업종,광고 이름,연령,성,광고 게재,도달,노출,클릭(전체),통화,CPC(전체),지출 금액 (KRW),시작,종료,CTR(전체),"CPM(1,000회 노출당 비용)",CPC(링크 클릭당 비용),보고 시작,보고 종료
식음료,#07_Break Time with European Confectionery _0225-0308,65+,male,not_delivering,39,40,0,KRW,0,40,2026-02-25,2026-03-08,0,1000,,2026-03-01,2026-03-17
식음료,CSH_img_pg_alc_trac_p_o_PU_F_0_0311,18-24,unknown,active,4,9,0,KRW,0,39,2025-11-14,Ongoing,0,4333.333333,,2026-03-01,2026-03-17
뷰티,무빙포스터 FDA 승인1(9:16),35-44,female,active,10,10,0,KRW,0,39,2026-03-01,2026-03-31,0,3900,,2026-03-01,2026-03-17
식음료,숏폼01_번호 유출,35-44,unknown,active,30,34,0,KRW,0,39,2026-03-03,2026-03-31,0,1147.058824,,2026-03-01,2026-03-17
뷰티,KV_메인,45-54,female,active,14,14,0,KRW,0,39,2026-03-01,2026-03-31,0,2785.714286,,2026-03-01,2026-03-17
식음료,"#06_Chocolate & Cheese Pairings featuring Halloumi PDO cheese, Svecia PGI cheese, Tominc PDO cheese, and Grana Padano PDO cheese_0220-0308",55-64,female,not_delivering,34,35,0,KRW,0,39,2026-02-25,2026-03-08,0,1114.285714,,2026-03-01,2026-03-17
식음료,개별제품_D,65+,male,active,3,3,0,KRW,0,39,2026-03-01,2026-03-31,0,13000,,2026-03-01,2026-03-17
식음료,뿜치킹 5천원 할인,Unknown,female,active,13,13,0,KRW,0,39,2026-03-02,2026-03-31,0,3000,,2026-03-01,2026-03-17
식음료,990원_E,35-44,unknown,inactive,2,2,0,KRW,0,38,2026-03-01,2026-03-31,0,19000,,2026-03-01,2026-03-17
뷰티,DOOH(9:16),35-44,unknown,active,9,10,0,KRW,0,38,2026-03-01,2026-03-31,0,3800,,2026-03-01,2026-03-17
식음료,콰삭킹_6초,55-64,female,not_delivering,5,5,0,KRW,0,38,2026-02-16,2026-03-17,0,7600,,2026-03-01,2026-03-17
뷰티,단일 이미지,55-64,unknown,active,18,32,0,KRW,0,38,2026-02-23,2026-03-31,0,1187.5,,2026-03-01,2026-03-17
식음료,04_남녀_오리지널,55-64,unknown,active,14,28,0,KRW,0,38,2026-03-01,2026-03-31,0,1357.142857,,2026-03-01,2026-03-17
뷰티,기업PR_1126,Unknown,female,active,13,13,0,KRW,0,38,2026-03-01,2026-03-31,0,2923.076923,,2026-03-01,2026-03-17
식음료,990원_D,25-34,female,inactive,2,2,0,KRW,0,37,2026-03-01,2026-03-31,0,18500,,2026-03-01,2026-03-17
뷰티,APAC 2.0 세로형,35-44,female,active,13,13,0,KRW,0,37,2026-03-01,2026-03-31,0,2846.153846,,2026-03-01,2026-03-17
식음료,프리퀀치,45-54,female,not_delivering,10,11,0,KRW,0,37,2026-02-09,2026-03-01,0,3363.636364,,2026-03-01,2026-03-17
뷰티,빛나는자신감_6s - 사본,45-54,female,active,14,14,0,KRW,0,37,2026-03-01,2026-03-31,0,2642.857143,,2026-03-01,2026-03-17
식음료,콰삭킹_6초,45-54,female,not_delivering,5,5,0,KRW,0,37,2026-02-16,2026-03-17,0,7400,,2026-03-01,2026-03-17
식음료,#07_Break Time with European Confectionery _0225-0308,65+,male,not_delivering,4,4,1,KRW,37,37,2026-02-25,2026-03-08,25,9250,37,2026-03-01,2026-03-17
식음료,03_여성_오리지널,Unknown,female,active,2,2,0,KRW,0,37,2026-03-01,2026-03-31,0,18500,,2026-03-01,2026-03-17
뷰티,기분좋은시작_6s - 사본,65+,female,active,9,9,0,KRW,0,36,2026-03-01,2026-03-31,0,4000,,2026-03-01,2026-03-17
식음료,콰삭킹_6초,65+,male,not_delivering,1,7,0,KRW,0,36,2026-02-16,2026-03-17,0,5142.857143,,2026-03-01,2026-03-17
뷰티,APAC 2.0 가로형 - 사본,Unknown,female,active,14,14,0,KRW,0,36,2026-03-01,2026-03-31,0,2571.428571,,2026-03-01,2026-03-17
식음료,캠페인사이트_3월,Unknown,male,active,10,10,1,KRW,36,36,2026-03-01,2026-03-31,10,3600,36,2026-03-01,2026-03-17
뷰티,스토리/릴스,Unknown,male,active,34,34,0,KRW,0,36,2026-02-23,2026-03-31,0,1058.823529,,2026-03-01,2026-03-17
식음료,990원_C,18-24,unknown,inactive,6,6,0,KRW,0,35,2026-03-01,2026-03-31,0,5833.333333,,2026-03-01,2026-03-17
뷰티,빛나는자신감_6s - 사본,35-44,female,active,10,10,0,KRW,0,35,2026-03-01,2026-03-31,0,3500,,2026-03-01,2026-03-17
식음료,개별제품_D,35-44,unknown,active,3,3,0,KRW,0,35,2026-03-01,2026-03-31,0,11666.66667,,2026-03-01,2026-03-17
식음료,숏폼01_번호 유출,45-54,unknown,active,29,32,0,KRW,0,35,2026-03-03,2026-03-31,0,1093.75,,2026-03-01,2026-03-17
식음료,숏폼02_화보 장인,45-54,unknown,active,23,33,0,KRW,0,35,2026-03-12,2026-03-31,0,1060.606061,,2026-03-01,2026-03-17
식음료,990원_G,25-34,female,active,6,6,0,KRW,0,34,2026-03-01,2026-03-31,0,5666.666667,,2026-03-01,2026-03-17
뷰티,MOA 풀_4:5 - 사본,35-44,female,active,17,17,0,KRW,0,34,2026-03-01,2026-03-31,0,2000,,2026-03-01,2026-03-17
식음료,0225_15B,55-64,male,active,3,4,0,KRW,0,34,2026-03-01,2026-03-31,0,8500,,2026-03-01,2026-03-17
뷰티,무빙포스터 FDA 승인1(9:16),55-64,unknown,active,4,5,0,KRW,0,34,2026-03-01,2026-03-31,0,6800,,2026-03-01,2026-03-17
뷰티,DOOH(9:16),Unknown,female,active,9,9,0,KRW,0,34,2026-03-01,2026-03-31,0,3777.777778,,2026-03-01,2026-03-17
식음료,0225_15B,Unknown,male,active,2,2,0,KRW,0,34,2026-03-01,2026-03-31,0,17000,,2026-03-01,2026-03-17
뷰티,무빙포스터 FDA 승인1(9:16),35-44,unknown,active,8,13,0,KRW,0,33,2026-03-01,2026-03-31,0,2538.461538,,2026-03-01,2026-03-17
식음료,대용량_B,65+,female,inactive,2,2,0,KRW,0,33,2026-03-01,2026-03-31,0,16500,,2026-03-01,2026-03-17
식음료,SNR_img_pg_col_snc_fp-s_o_EB_2_0304,65+,unknown,inactive,3,6,0,KRW,0,33,2025-11-14,Ongoing,0,5500,,2026-03-01,2026-03-17
뷰티,Lash Curl Finisher 2안,Unknown,female,active,3,3,0,KRW,0,33,2026-03-01,2026-03-31,0,11000,,2026-03-01,2026-03-17
식음료,프리퀀치_3월_모델X,45-54,female,active,10,11,0,KRW,0,32,2026-03-02,2026-03-31,0,2909.090909,,2026-03-01,2026-03-17
식음료,콰삭킹_6초,55-64,unknown,not_delivering,3,5,0,KRW,0,32,2026-02-16,2026-03-17,0,6400,,2026-03-01,2026-03-17
식음료,숏폼01_번호 유출,55-64,unknown,active,23,30,0,KRW,0,32,2026-03-03,2026-03-31,0,1066.666667,,2026-03-01,2026-03-17
식음료,990원_B,65+,female,inactive,1,1,0,KRW,0,32,2026-03-01,2026-03-31,0,32000,,2026-03-01,2026-03-17
식음료,콰삭킹_6초,65+,female,not_delivering,5,14,0,KRW,0,32,2026-02-19,2026-03-17,0,2285.714286,,2026-03-01,2026-03-17
뷰티,Lash Curl Finisher 2안,65+,unknown,active,2,2,0,KRW,0,32,2026-03-01,2026-03-31,0,16000,,2026-03-01,2026-03-17
식음료,콰삭킹_6초,35-44,female,not_delivering,4,4,0,KRW,0,31,2026-03-11,2026-03-17,0,7750,,2026-03-01,2026-03-17
식음료,콰삭킹_6초,45-54,female,not_delivering,5,6,0,KRW,0,31,2026-03-11,2026-03-17,0,5166.666667,,2026-03-01,2026-03-17
식음료,#07_Break Time with European Confectionery _0225-0308,55-64,female,not_delivering,29,30,0,KRW,0,31,2026-02-25,2026-03-08,0,1033.333333,,2026-03-01,2026-03-17
식음료,캠페인사이트_3월,55-64,male,active,2,2,0,KRW,0,31,2026-03-01,2026-03-31,0,15500,,2026-03-01,2026-03-17
뷰티,기분좋은시작_6s - 사본,65+,female,active,8,8,0,KRW,0,31,2026-03-01,2026-03-31,0,3875,,2026-03-01,2026-03-17
식음료,FP_img_pg_snc_snc_fp-s_o_EB_2_0224,65+,female,inactive,5,7,1,KRW,31,31,2025-11-14,Ongoing,14.28571429,4428.571429,31,2026-03-01,2026-03-17
식음료,0225_shorts,Unknown,female,active,12,12,0,KRW,0,31,2026-03-01,2026-03-31,0,2583.333333,,2026-03-01,2026-03-17
식음료,"#06_Chocolate & Cheese Pairings featuring Halloumi PDO cheese, Svecia PGI cheese, Tominc PDO cheese, and Grana Padano PDO cheese_0220-0308",Unknown,male,not_delivering,6,6,0,KRW,0,31,2026-02-25,2026-03-08,0,5166.666667,,2026-03-01,2026-03-17
식음료,콰삭킹_6초,25-34,unknown,not_delivering,2,4,0,KRW,0,30,2026-02-19,2026-03-17,0,7500,,2026-03-01,2026-03-17
식음료,캠페인사이트_3월,45-54,unknown,active,2,4,0,KRW,0,30,2026-03-01,2026-03-31,0,7500,,2026-03-01,2026-03-17
식음료,03_여성_오리지널,45-54,unknown,active,15,22,0,KRW,0,30,2026-03-01,2026-03-31,0,1363.636364,,2026-03-01,2026-03-17
식음료,100만개,55-64,male,not_delivering,6,7,1,KRW,30,30,2026-02-09,2026-03-01,14.28571429,4285.714286,30,2026-03-01,2026-03-17
식음료,CSH_img_pg_alc_trac_p_o_PU_F_0_0311,55-64,unknown,active,1,1,0,KRW,0,30,2025-11-14,Ongoing,0,30000,,2026-03-01,2026-03-17
식음료,0316_all_컬렉션,55-64,unknown,active,1,1,0,KRW,0,30,2026-03-16,2026-03-31,0,30000,,2026-03-01,2026-03-17
식음료,프리퀀치_3월_모델X,65+,male,active,10,15,0,KRW,0,30,2026-03-02,2026-03-31,0,2000,,2026-03-01,2026-03-17
뷰티,APAC 2.0 가로형 - 사본,65+,unknown,active,4,11,0,KRW,0,30,2026-03-01,2026-03-31,0,2727.272727,,2026-03-01,2026-03-17
식음료,FP_img_pg_col_snc_fp-s_o_EB_0_0227,25-34,female,inactive,8,8,0,KRW,0,29,2025-11-14,Ongoing,0,3625,,2026-03-01,2026-03-17
식음료,#07_Break Time with European Confectionery _0225-0308,45-54,male,not_delivering,4,4,0,KRW,0,29,2026-02-25,2026-03-08,0,7250,,2026-03-01,2026-03-17
식음료,콰삭킹_6초,45-54,male,not_delivering,6,8,0,KRW,0,29,2026-02-16,2026-03-17,0,3625,,2026-03-01,2026-03-17
식음료,틈새라면,Unknown,female,active,21,21,0,KRW,0,29,2026-03-16,2026-03-31,0,1380.952381,,2026-03-01,2026-03-17
식음료,#4_Poljički soparnik PGI Bread from Croatia_0316-0322,Unknown,male,active,1,1,0,KRW,0,29,2026-03-16,2026-03-22,0,29000,,2026-03-01,2026-03-17
식음료,틈새라면,Unknown,male,active,19,19,0,KRW,0,29,2026-03-16,2026-03-31,0,1526.315789,,2026-03-01,2026-03-17
식음료,콰삭킹_6초,25-34,unknown,not_delivering,5,5,1,KRW,28,28,2026-02-16,2026-03-17,20,5600,28,2026-03-01,2026-03-17
식음료,숏폼02_화보 장인,35-44,unknown,active,21,27,0,KRW,0,28,2026-03-12,2026-03-31,0,1037.037037,,2026-03-01,2026-03-17
식음료,"#06_Chocolate & Cheese Pairings featuring Halloumi PDO cheese, Svecia PGI cheese, Tominc PDO cheese, and Grana Padano PDO cheese_0220-0308",55-64,male,not_delivering,2,2,0,KRW,0,28,2026-02-25,2026-03-08,0,14000,,2026-03-01,2026-03-17
뷰티,MOA 분할_9:16 - 사본,65+,female,active,9,9,0,KRW,0,28,2026-03-01,2026-03-31,0,3111.111111,,2026-03-01,2026-03-17
뷰티,Niacinamide 10% + Zinc 1% A,65+,female,active,3,3,0,KRW,0,28,2026-03-04,2026-03-31,0,9333.333333,,2026-03-01,2026-03-17
뷰티,Glycolic Acid 7% Exfoliating Toner A,65+,female,active,3,3,1,KRW,28,28,2026-03-04,2026-03-31,33.33333333,9333.333333,28,2026-03-01,2026-03-17
뷰티,APAC 2.0_15초 세로(4:5) - 사본,Unknown,female,active,10,10,0,KRW,0,28,2026-03-01,2026-03-31,0,2800,,2026-03-01,2026-03-17
뷰티,6초_이민호 2.0_KV,Unknown,male,active,4,4,0,KRW,0,28,2026-03-11,2026-03-31,0,7000,,2026-03-01,2026-03-17
뷰티,MOA 분할_4:5 - 사본,45-54,female,active,10,10,0,KRW,0,27,2026-03-01,2026-03-31,0,2700,,2026-03-01,2026-03-17
식음료,콰삭킹_6초,45-54,female,not_delivering,3,6,0,KRW,0,27,2026-02-19,2026-03-17,0,4500,,2026-03-01,2026-03-17
식음료,콰삭킹_6초,45-54,unknown,not_delivering,1,3,0,KRW,0,27,2026-02-19,2026-03-17,0,9000,,2026-03-01,2026-03-17
식음료,FP_img_pg_snc_snc_p_o_EB_2_0317,45-54,unknown,active,2,2,0,KRW,0,27,2025-11-14,Ongoing,0,13500,,2026-03-01,2026-03-17
뷰티,MOA 분할_9:16 - 사본,55-64,female,active,10,10,0,KRW,0,27,2026-03-01,2026-03-31,0,2700,,2026-03-01,2026-03-17
식음료,버라이어티팩_D,55-64,male,inactive,1,1,0,KRW,0,27,2026-03-01,2026-03-31,0,27000,,2026-03-01,2026-03-17
식음료,버라이어티팩_B,65+,male,active,2,3,0,KRW,0,27,2026-03-01,2026-03-31,0,9000,,2026-03-01,2026-03-17
뷰티,무빙포스터 FDA 승인2(9:16),Unknown,female,active,5,5,0,KRW,0,27,2026-03-01,2026-03-31,0,5400,,2026-03-01,2026-03-17
뷰티,APAC 2.0 세로형,18-24,male,active,9,11,0,KRW,0,26,2026-03-01,2026-03-31,0,2363.636364,,2026-03-01,2026-03-17
식음료,990원_G,25-34,male,active,2,2,0,KRW,0,26,2026-03-01,2026-03-31,0,13000,,2026-03-01,2026-03-17
식음료,콰삭킹_6초,65+,unknown,not_delivering,1,3,0,KRW,0,26,2026-02-16,2026-03-17,0,8666.666667,,2026-03-01,2026-03-17
식음료,장바구니_A,18-24,female,inactive,5,5,0,KRW,0,25,2026-03-01,2026-03-31,0,5000,,2026-03-01,2026-03-17
식음료,645,25-34,unknown,not_delivering,2,2,0,KRW,0,25,2026-01-05,Ongoing,0,12500,,2026-03-01,2026-03-17
식음료,100만개,45-54,female,not_delivering,8,8,0,KRW,0,25,2026-02-09,2026-03-01,0,3125,,2026-03-01,2026-03-17
식음료,CSH_img_pg_alc_trac_p_o_PU_F_0_0311,45-54,unknown,active,2,2,0,KRW,0,25,2025-11-14,Ongoing,0,12500,,2026-03-01,2026-03-17
식음료,캠페인사이트_3월,65+,male,active,7,8,0,KRW,0,25,2026-03-01,2026-03-31,0,3125,,2026-03-01,2026-03-17
뷰티,MOA 분할_9:16 - 사본,18-24,female,active,9,12,0,KRW,0,24,2026-03-01,2026-03-31,0,2000,,2026-03-01,2026-03-17
식음료,장바구니_A,18-24,male,inactive,3,3,0,KRW,0,24,2026-03-01,2026-03-31,0,8000,,2026-03-01,2026-03-17
식음료,645,18-24,unknown,not_delivering,4,5,1,KRW,24,24,2026-03-10,Ongoing,20,4800,24,2026-03-01,2026-03-17
뷰티,빛나는자신감_6s - 사본,35-44,female,active,8,8,0,KRW,0,24,2026-03-01,2026-03-31,0,3000,,2026-03-01,2026-03-17
식음료,#08_EU Sustainability_0226-0304,45-54,unknown,not_delivering,1,1,0,KRW,0,24,2026-02-26,2026-03-04,0,24000,,2026-03-01,2026-03-17
식음료,콰삭킹_6초,55-64,female,not_delivering,2,2,0,KRW,0,24,2026-02-16,2026-03-17,0,12000,,2026-03-01,2026-03-17
식음료,02_남녀_언스위트 그래픽#2,55-64,unknown,active,13,22,0,KRW,0,24,2026-03-01,2026-03-31,0,1090.909091,,2026-03-01,2026-03-17
식음료,"#06_Chocolate & Cheese Pairings featuring Halloumi PDO cheese, Svecia PGI cheese, Tominc PDO cheese, and Grana Padano PDO cheese_0220-0308",65+,female,not_delivering,23,23,0,KRW,0,24,2026-02-25,2026-03-08,0,1043.478261,,2026-03-01,2026-03-17
식음료,장바구니_A,65+,male,inactive,1,2,0,KRW,0,24,2026-03-01,2026-03-31,0,12000,,2026-03-01,2026-03-17
뷰티,무빙포스터 FDA 승인1(9:16),65+,unknown,active,2,3,0,KRW,0,24,2026-03-01,2026-03-31,0,8000,,2026-03-01,2026-03-17
뷰티,APAC 2.0 가로형 - 사본,Unknown,female,active,10,10,0,KRW,0,24,2026-03-01,2026-03-31,0,2400,,2026-03-01,2026-03-17
뷰티,6초_전지현 2.0_KV,Unknown,female,active,6,7,0,KRW,0,24,2026-03-11,2026-03-31,0,3428.571429,,2026-03-01,2026-03-17
뷰티,기분좋은시작_6s - 사본,18-24,female,active,8,8,0,KRW,0,23,2026-03-01,2026-03-31,0,2875,,2026-03-01,2026-03-17
식음료,콰삭킹_6초,18-24,unknown,not_delivering,6,9,0,KRW,0,23,2026-02-16,2026-03-17,0,2555.555556,,2026-03-01,2026-03-17
뷰티,MOA 분할_9:16 - 사본,25-34,female,active,6,6,0,KRW,0,23,2026-03-01,2026-03-31,0,3833.333333,,2026-03-01,2026-03-17
뷰티,Niacinamide 10% + Zinc 1% B,25-34,unknown,active,7,7,0,KRW,0,23,2026-03-04,2026-03-31,0,3285.714286,,2026-03-01,2026-03-17
식음료,0316_all_컬렉션,25-34,unknown,active,2,5,0,KRW,0,23,2026-03-16,2026-03-31,0,4600,,2026-03-01,2026-03-17
뷰티,무빙포스터 FDA 승인2(9:16),35-44,female,active,7,7,0,KRW,0,23,2026-03-01,2026-03-31,0,3285.714286,,2026-03-01,2026-03-17
뷰티,오래오래(인터림),45-54,female,active,6,6,0,KRW,0,23,2026-03-01,2026-03-31,0,3833.333333,,2026-03-01,2026-03-17
식음료,버라이어티팩_C,55-64,female,inactive,2,2,0,KRW,0,23,2026-03-01,2026-03-31,0,11500,,2026-03-01,2026-03-17
식음료,01_여성_언스위트 그래픽#2,55-64,unknown,active,9,18,0,KRW,0,23,2026-03-01,2026-03-31,0,1277.777778,,2026-03-01,2026-03-17
식음료,0225_15B,65+,male,active,1,2,0,KRW,0,23,2026-03-01,2026-03-31,0,11500,,2026-03-01,2026-03-17
식음료,콰삭킹_6초,65+,male,not_delivering,6,7,0,KRW,0,23,2026-02-16,2026-03-17,0,3285.714286,,2026-03-01,2026-03-17
뷰티,스토리/릴스,Unknown,female,active,23,23,0,KRW,0,23,2026-02-23,2026-03-31,0,1000,,2026-03-01,2026-03-17
식음료,100만개,Unknown,male,not_delivering,8,8,0,KRW,0,23,2026-02-09,2026-03-01,0,2875,,2026-03-01,2026-03-17
뷰티,6초_이민호 2.0_KV,Unknown,male,active,3,3,0,KRW,0,23,2026-03-11,2026-03-31,0,7666.666667,,2026-03-01,2026-03-17
식음료,FP_img_pg_col_snc_fp-s_o_EB_0_0227,18-24,female,inactive,3,5,0,KRW,0,22,2025-11-14,Ongoing,0,4400,,2026-03-01,2026-03-17
식음료,콰삭킹_6초,25-34,unknown,not_delivering,5,5,0,KRW,0,22,2026-02-16,2026-03-17,0,4400,,2026-03-01,2026-03-17
뷰티,MOA 분할_9:16 - 사본,35-44,female,active,5,5,0,KRW,0,22,2026-03-01,2026-03-31,0,4400,,2026-03-01,2026-03-17
식음료,0225_15B,45-54,unknown,active,3,3,0,KRW,0,22,2026-03-01,2026-03-31,0,7333.333333,,2026-03-01,2026-03-17
식음료,콰삭킹_6초,65+,male,not_delivering,1,2,0,KRW,0,22,2026-02-16,2026-03-17,0,11000,,2026-03-01,2026-03-17
뷰티,무빙포스터 FDA 승인1(9:16),Unknown,female,active,2,2,0,KRW,0,22,2026-03-01,2026-03-31,0,11000,,2026-03-01,2026-03-17
뷰티,Lash Curl Finisher 2안,18-24,unknown,active,7,9,0,KRW,0,21,2026-03-01,2026-03-31,0,2333.333333,,2026-03-01,2026-03-17
뷰티,MOA 풀_4:5 - 사본,45-54,female,active,8,9,0,KRW,0,21,2026-03-01,2026-03-31,0,2333.333333,,2026-03-01,2026-03-17
식음료,콰삭킹_6초,45-54,male,not_delivering,2,2,0,KRW,0,21,2026-02-16,2026-03-17,0,10500,,2026-03-01,2026-03-17
식음료,990원_F,45-54,unknown,inactive,2,2,0,KRW,0,21,2026-03-01,2026-03-31,0,10500,,2026-03-01,2026-03-17
식음료,콰삭킹_6초,55-64,male,not_delivering,4,7,0,KRW,0,21,2026-02-16,2026-03-17,0,3000,,2026-03-01,2026-03-17
뷰티,단일 이미지,55-64,unknown,active,10,18,0,KRW,0,21,2026-02-23,2026-03-31,0,1166.666667,,2026-03-01,2026-03-17
식음료,숏폼02_화보 장인,55-64,unknown,active,13,19,0,KRW,0,21,2026-03-12,2026-03-31,0,1105.263158,,2026-03-01,2026-03-17
식음료,프리퀀치,65+,female,not_delivering,5,6,0,KRW,0,21,2026-02-09,2026-03-01,0,3500,,2026-03-01,2026-03-17
뷰티,무빙포스터 FDA 승인2(9:16),Unknown,female,active,4,4,0,KRW,0,21,2026-03-01,2026-03-31,0,5250,,2026-03-01,2026-03-17
뷰티,빛나는자신감_6s_기본 - 사본,Unknown,female,active,10,10,0,KRW,0,21,2026-03-01,2026-03-31,0,2100,,2026-03-01,2026-03-17
식음료,01_여성_언스위트 그래픽#2,Unknown,female,active,2,2,0,KRW,0,21,2026-03-01,2026-03-31,0,10500,,2026-03-01,2026-03-17
식음료,"#06_Chocolate & Cheese Pairings featuring Halloumi PDO cheese, Svecia PGI cheese, Tominc PDO cheese, and Grana Padano PDO cheese_0220-0308",Unknown,male,not_delivering,20,20,0,KRW,0,21,2026-02-25,2026-03-08,0,1050,,2026-03-01,2026-03-17
뷰티,SBSS (Best Seller Page Landing) A,25-34,unknown,active,3,4,1,KRW,20,20,2026-03-04,2026-03-31,25,5000,20,2026-03-01,2026-03-17
뷰티,KV_메인,35-44,female,active,5,5,0,KRW,0,20,2026-03-01,2026-03-31,0,4000,,2026-03-01,2026-03-17
식음료,CSH_img_pg_alc_trac_p_o_PU_F_0_0311,35-44,unknown,active,5,5,0,KRW,0,20,2025-11-14,Ongoing,0,4000,,2026-03-01,2026-03-17
식음료,FP_img_pg_snc_snc_p_o_EB_2_0317,55-64,female,active,4,5,0,KRW,0,20,2025-11-14,Ongoing,0,4000,,2026-03-01,2026-03-17
식음료,콰삭킹_6초,55-64,male,not_delivering,2,2,0,KRW,0,20,2026-02-16,2026-03-17,0,10000,,2026-03-01,2026-03-17
뷰티,MOA 분할_4:5 - 사본,65+,female,active,7,7,0,KRW,0,20,2026-03-01,2026-03-31,0,2857.142857,,2026-03-01,2026-03-17
뷰티,기업PR_1126,Unknown,female,active,4,4,0,KRW,0,20,2026-03-01,2026-03-31,0,5000,,2026-03-01,2026-03-17
식음료,버라이어티팩_D,18-24,female,inactive,3,3,0,KRW,0,19,2026-03-01,2026-03-31,0,6333.333333,,2026-03-01,2026-03-17
식음료,990원_G,18-24,male,active,3,3,0,KRW,0,19,2026-03-01,2026-03-31,0,6333.333333,,2026-03-01,2026-03-17
뷰티,기분좋은시작_6s - 사본,35-44,female,active,5,5,0,KRW,0,19,2026-03-01,2026-03-31,0,3800,,2026-03-01,2026-03-17
뷰티,KV_메인,35-44,female,active,5,5,0,KRW,0,19,2026-03-01,2026-03-31,0,3800,,2026-03-01,2026-03-17
식음료,콰삭킹_6초,35-44,female,not_delivering,4,5,0,KRW,0,19,2026-02-27,2026-03-17,0,3800,,2026-03-01,2026-03-17
식음료,콰삭킹_6초,55-64,female,not_delivering,1,1,0,KRW,0,19,2026-02-27,2026-03-17,0,19000,,2026-03-01,2026-03-17
뷰티,APAC 2.0 가로형 - 사본,18-24,unknown,active,3,9,0,KRW,0,18,2026-03-01,2026-03-31,0,2000,,2026-03-01,2026-03-17
뷰티,슬라이드,18-24,unknown,active,18,18,0,KRW,0,18,2026-02-23,2026-03-31,0,1000,,2026-03-01,2026-03-17
식음료,버라이어티팩_B,25-34,unknown,active,3,3,0,KRW,0,18,2026-03-01,2026-03-31,0,6000,,2026-03-01,2026-03-17
식음료,콰삭킹_6초,45-54,male,not_delivering,2,2,0,KRW,0,18,2026-02-16,2026-03-17,0,9000,,2026-03-01,2026-03-17
식음료,콰삭킹_6초,45-54,unknown,not_delivering,2,2,0,KRW,0,18,2026-02-16,2026-03-17,0,9000,,2026-03-01,2026-03-17
뷰티,MOA 분할_9:16 - 사본,55-64,female,active,7,7,0,KRW,0,18,2026-03-01,2026-03-31,0,2571.428571,,2026-03-01,2026-03-17
뷰티,DOOH(9:16),Unknown,male,active,5,5,0,KRW,0,18,2026-03-01,2026-03-31,0,3600,,2026-03-01,2026-03-17
식음료,SNR_img_pg_col_snc_fp-s_o_EB_3_0304,25-34,unknown,inactive,3,4,0,KRW,0,17,2025-11-14,Ongoing,0,4250,,2026-03-01,2026-03-17
식음료,콰삭킹_6초,45-54,female,not_delivering,3,4,0,KRW,0,17,2026-02-27,2026-03-17,0,4250,,2026-03-01,2026-03-17
뷰티,Glycolic Acid 7% Exfoliating Toner A,55-64,female,active,2,2,0,KRW,0,17,2026-03-04,2026-03-31,0,8500,,2026-03-01,2026-03-17
식음료,100만개,65+,female,not_delivering,6,6,0,KRW,0,17,2026-02-09,2026-03-01,0,2833.333333,,2026-03-01,2026-03-17
식음료,프리퀀치,65+,male,not_delivering,8,9,0,KRW,0,17,2026-02-09,2026-03-01,0,1888.888889,,2026-03-01,2026-03-17
식음료,0225_shorts,65+,male,active,4,4,0,KRW,0,17,2026-03-01,2026-03-31,0,4250,,2026-03-01,2026-03-17
식음료,#02_European Cheese_0310-0316,Unknown,male,not_delivering,4,4,0,KRW,0,17,2026-03-10,2026-03-16,0,4250,,2026-03-01,2026-03-17
뷰티,6초_이민호 2.0,Unknown,male,active,5,5,0,KRW,0,17,2026-03-11,2026-03-31,0,3400,,2026-03-01,2026-03-17
식음료,990원_D,25-34,female,inactive,1,1,0,KRW,0,16,2026-03-01,2026-03-31,0,16000,,2026-03-01,2026-03-17
식음료,개별제품_D,25-34,unknown,active,2,2,0,KRW,0,16,2026-03-01,2026-03-31,0,8000,,2026-03-01,2026-03-17
식음료,FP_img_pg_col_snc_fp-s_o_EB_0_0227,55-64,female,inactive,2,2,0,KRW,0,16,2025-11-14,Ongoing,0,8000,,2026-03-01,2026-03-17
식음료,0225_shorts,55-64,male,active,3,3,0,KRW,0,16,2026-03-01,2026-03-31,0,5333.333333,,2026-03-01,2026-03-17
식음료,프리퀀치_3월_모델X,55-64,male,active,5,5,0,KRW,0,16,2026-03-02,2026-03-31,0,3200,,2026-03-01,2026-03-17
식음료,콰삭킹_6초,55-64,male,not_delivering,4,4,0,KRW,0,16,2026-02-16,2026-03-17,0,4000,,2026-03-01,2026-03-17
식음료,콰삭킹_6초,55-64,male,not_delivering,3,4,0,KRW,0,16,2026-02-16,2026-03-17,0,4000,,2026-03-01,2026-03-17
식음료,0225_full,65+,unknown,active,2,2,0,KRW,0,16,2026-03-01,2026-03-31,0,8000,,2026-03-01,2026-03-17
뷰티,APAC 2.0_15초 세로(4:5) - 사본,65+,unknown,active,2,4,0,KRW,0,16,2026-03-01,2026-03-31,0,4000,,2026-03-01,2026-03-17
식음료,990원_B,18-24,male,inactive,4,4,0,KRW,0,15,2026-03-01,2026-03-31,0,3750,,2026-03-01,2026-03-17
식음료,콰삭킹_6초,18-24,unknown,not_delivering,4,4,0,KRW,0,15,2026-03-11,2026-03-17,0,3750,,2026-03-01,2026-03-17
식음료,635 - 사본,18-24,unknown,not_delivering,7,8,0,KRW,0,15,2026-03-10,Ongoing,0,1875,,2026-03-01,2026-03-17
식음료,990원_G,25-34,male,active,1,2,0,KRW,0,15,2026-03-01,2026-03-31,0,7500,,2026-03-01,2026-03-17
